2025-06-04 22:12:43 | TRACE | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:19 -> This is a trace message.
2025-06-04 22:21:16 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread1message0
2025-06-04 22:21:16 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread2message0
2025-06-04 22:21:16 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread1message1
2025-06-04 22:21:16 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread2message1
2025-06-04 22:21:16 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread1message2
2025-06-04 22:21:16 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread2message2
2025-06-04 22:21:17 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread1message3
2025-06-04 22:21:17 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread2message3
2025-06-04 22:21:17 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread1message4
2025-06-04 22:21:17 | INFO | C:\Users\Nekit\Desktop\zakharov3\Logger\Logger\LoggerTest\LoggerTest.cpp:7 -> Thread2message4
